dataset,dataelement,shortname,code,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,classification
MER Results: MOH Facility Based FY18,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"<15, Unknown Sex, Positive",uURluLqPIJ5,uURluLqPIJ5,coarse
MER Results: MOH Facility Based FY18,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"Unknown Age, Male, Positive",UN9ZOZLLVqN,UN9ZOZLLVqN,coarse
MER Results: MOH Facility Based FY18,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"<15, Male, Positive",zHSL7ATXJib,zHSL7ATXJib,coarse
MER Results: MOH Facility Based FY18,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"15+, Male, Positive",XX7hDj6iz0D,XX7hDj6iz0D,coarse
MER Results: MOH Facility Based FY18,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"<15, Female, Positive",chrwpNxHlQQ,chrwpNxHlQQ,coarse
MER Results: MOH Facility Based FY18,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"Unknown Age, Female, Positive",P9UIhogYbAa,P9UIhogYbAa,coarse
MER Results: MOH Facility Based FY18,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"15+, Female, Positive",Yf1BiWq71NE,Yf1BiWq71NE,coarse
MER Results: MOH Facility Based FY18,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"15+, Unknown Sex, Positive",qli3maq9Ot7,qli3maq9Ot7,coarse
MER Results: MOH Facility Based FY18,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"Unknown Age, Unknown Sex, Positive",Gfje2jHn5TY,Gfje2jHn5TY,coarse
MER Results: MOH Facility Based FY18,"PMTCT_ART (N, MOH): ARVs","PMTCT_ART (N, MOH)",PMTCT_ART_N_MOH,yEQ5FoXJWAx,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child transmission during pregnancy,default,HllvX50cXC0,HllvX50cXC0,n/a
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"Unknown Age, Female, Positive",nS7AYzXTy5D,nS7AYzXTy5D,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"25-49, Male, Positive",zbD8speXRUI,zbD8speXRUI,semi-fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"30-34, Female, Positive",D6KITmuhXvG,D6KITmuhXvG,fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"35-39, Unknown Sex, Positive",DCSG1tUxYgJ,DCSG1tUxYgJ,fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"Unknown Age, Unknown Sex, Positive",MXmTwW8r6xx,MXmTwW8r6xx,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"<1, Unknown Sex, Positive",XwugtNjt4Qf,XwugtNjt4Qf,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"25-49, Unknown Sex, Positive",bIrhhXVOq4f,bIrhhXVOq4f,semi-fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"15-19, Male, Positive",iog7ALVY7VI,iog7ALVY7VI,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"50+, Unknown Sex, Positive",Fjt21Isv18M,Fjt21Isv18M,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"Unknown Age, Male, Positive",NpRdZ50VRCG,NpRdZ50VRCG,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"10-14, Female, Positive",LvxV4kU8XXK,LvxV4kU8XXK,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"20-24, Unknown Sex, Positive",Z8stNbH8jjC,Z8stNbH8jjC,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"35-39, Female, Positive",g9o4R5jWcgl,g9o4R5jWcgl,fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"40-49, Female, Positive",LSbkg0Hqv1W,LSbkg0Hqv1W,fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"20-24, Male, Positive",EajzYvNm4jo,EajzYvNm4jo,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"50+, Female, Positive",gyFNrAFyYSs,gyFNrAFyYSs,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"30-34, Unknown Sex, Positive",roXBD0KM3aj,roXBD0KM3aj,fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"35-39, Male, Positive",QaDXZpZ7ADL,QaDXZpZ7ADL,fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"25-29, Unknown Sex, Positive",aC3tAVlMc6i,aC3tAVlMc6i,fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"15-19, Female, Positive",TVLnlGxsMHz,TVLnlGxsMHz,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"25-49, Female, Positive",EsliXFZtWsB,EsliXFZtWsB,semi-fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"25-29, Female, Positive",RGzHlfug0ek,RGzHlfug0ek,fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"10-14, Male, Positive",K4KWpA67jhB,K4KWpA67jhB,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"20-24, Female, Positive",CAmcbj6Qb9j,CAmcbj6Qb9j,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"10-14, Unknown Sex, Positive",BSwukVpBaIp,BSwukVpBaIp,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"30-34, Male, Positive",hZ0pdWllM5o,hZ0pdWllM5o,fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"25-29, Male, Positive",fRvJmKZi7e5,fRvJmKZi7e5,fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"40-49, Unknown Sex, Positive",InvRLHYIVsD,InvRLHYIVsD,fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"1-9, Unknown Sex, Positive",TpYnbhfuFpf,TpYnbhfuFpf,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"15-19, Unknown Sex, Positive",wJO3p0kW5Wt,wJO3p0kW5Wt,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"40-49, Male, Positive",VWcVCxgcPbw,VWcVCxgcPbw,fine
MER Results: MOH Facility Based FY18,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"50+, Male, Positive",TxyRMn58Q3r,TxyRMn58Q3r,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"15+, Unknown Sex, Positive",a2dDU6KZyd0,a2dDU6KZyd0,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"<15, Male, Negative",LhAJq3vYXyi,LhAJq3vYXyi,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"15+, Male, Negative",mlFWWrUMuV7,mlFWWrUMuV7,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"15+, Female, Negative",ymXkr5eCjR5,ymXkr5eCjR5,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Male, Negative",iGj3YxYXGRF,iGj3YxYXGRF,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Female, Negative",K21p4HUGqOS,K21p4HUGqOS,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"15+, Female, Positive",WXV5qLgw7kE,WXV5qLgw7kE,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"15+, Male, Positive",XQ52MZdCLMe,XQ52MZdCLMe,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"<15, Female, Negative",FSmIqIsgheB,FSmIqIsgheB,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Unknown Sex, Negative",mV483q7SboN,mV483q7SboN,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"<15, Unknown Sex, Positive",DY0yrJtBeSC,DY0yrJtBeSC,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Unknown Sex, Positive",EyJRtSgSChq,EyJRtSgSChq,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"<15, Female, Positive",HrQbkVgBM1X,HrQbkVgBM1X,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"<15, Male, Positive",R4WXCEzPZcY,R4WXCEzPZcY,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"<15, Unknown Sex, Negative",PrIxM0pIjFl,PrIxM0pIjFl,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Male, Positive",SCD7EVreQUA,SCD7EVreQUA,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Female, Positive",U6ErjBQYGSG,U6ErjBQYGSG,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age Agg/Sex/Result): HTS received results","HTS_TST (N, MOH, Age Agg/Sex/Result)",HTS_TST_N_MOH_Age_Agg_Sex_Result,BRalYZhcHpi,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"15+, Unknown Sex, Negative",qL3AXhLXfHf,qL3AXhLXfHf,coarse
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH): Known Results","PMTCT_STAT (N, MOH)",PMTCT_STAT_N_MOH,AvAM8ri6iaw,Number of pregnant women with known HIV status (includes those who already knew their HIV status prior to ANC),default,HllvX50cXC0,HllvX50cXC0,n/a
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH): HTS received results","HTS_TST (N, MOH)",HTS_TST_N_MOH,xNTzinnVgba,Number of individuals who received HIV Testing Services (HTS) and received their test results.,default,HllvX50cXC0,HllvX50cXC0,n/a
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Age/Sex): Known Results","PMTCT_STAT (N, MOH, Age/Sex)",PMTCT_STAT_N_MOH_Age_Sex,xwVNaDjMe9z,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"30-34, Female",RPkPQhCnMAg,RPkPQhCnMAg,fine
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Age/Sex): Known Results","PMTCT_STAT (N, MOH, Age/Sex)",PMTCT_STAT_N_MOH_Age_Sex,xwVNaDjMe9z,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"40-49, Female",q3Vh5y7ALgr,q3Vh5y7ALgr,fine
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Age/Sex): Known Results","PMTCT_STAT (N, MOH, Age/Sex)",PMTCT_STAT_N_MOH_Age_Sex,xwVNaDjMe9z,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"50+, Female",fV5tEN9m3a0,fV5tEN9m3a0,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Age/Sex): Known Results","PMTCT_STAT (N, MOH, Age/Sex)",PMTCT_STAT_N_MOH_Age_Sex,xwVNaDjMe9z,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"20-24, Female",BNxBrkZHoIj,BNxBrkZHoIj,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Age/Sex): Known Results","PMTCT_STAT (N, MOH, Age/Sex)",PMTCT_STAT_N_MOH_Age_Sex,xwVNaDjMe9z,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"15-19, Female",PYDtXtMwEBg,PYDtXtMwEBg,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Age/Sex): Known Results","PMTCT_STAT (N, MOH, Age/Sex)",PMTCT_STAT_N_MOH_Age_Sex,xwVNaDjMe9z,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"25-29, Female",obKeFKv2IAj,obKeFKv2IAj,fine
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Age/Sex): Known Results","PMTCT_STAT (N, MOH, Age/Sex)",PMTCT_STAT_N_MOH_Age_Sex,xwVNaDjMe9z,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"25-49, Female",ivDtJODDkOt,ivDtJODDkOt,semi-fine
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Age/Sex): Known Results","PMTCT_STAT (N, MOH, Age/Sex)",PMTCT_STAT_N_MOH_Age_Sex,xwVNaDjMe9z,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"<10, Female",lOY7nBKgG2H,lOY7nBKgG2H,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Age/Sex): Known Results","PMTCT_STAT (N, MOH, Age/Sex)",PMTCT_STAT_N_MOH_Age_Sex,xwVNaDjMe9z,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Unknown Age, Female",F7J23OynwjS,F7J23OynwjS,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Age/Sex): Known Results","PMTCT_STAT (N, MOH, Age/Sex)",PMTCT_STAT_N_MOH_Age_Sex,xwVNaDjMe9z,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"10-14, Female",tfLs2DP45Ls,tfLs2DP45Ls,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Age/Sex): Known Results","PMTCT_STAT (N, MOH, Age/Sex)",PMTCT_STAT_N_MOH_Age_Sex,xwVNaDjMe9z,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"35-39, Female",tfDXz04qcnR,tfDXz04qcnR,fine
MER Results: MOH Facility Based FY18,"TX_CURR (N, MOH, Age/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age/Sex/HIVStatus)",TX_CURR_N_MOH_Age_Sex_HIVStatus,GxUQu72i38n,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"Unknown Age, Unknown Sex, Positive",MXmTwW8r6xx,MXmTwW8r6xx,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_CURR (N, MOH, Age/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age/Sex/HIVStatus)",TX_CURR_N_MOH_Age_Sex_HIVStatus,GxUQu72i38n,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"Unknown Age, Female, Positive",nS7AYzXTy5D,nS7AYzXTy5D,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"TX_CURR (N, MOH, Age/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age/Sex/HIVStatus)",TX_CURR_N_MOH_Age_Sex_HIVStatus,GxUQu72i38n,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"Unknown Age, Male, Positive",NpRdZ50VRCG,NpRdZ50VRCG,"fine, semi-fine"
