dataset,dataelement,shortname,code,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,classification
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"50+, Female, Negative",i4lSbrUVcpe,i4lSbrUVcpe,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"50+, Female, Positive",GlfLlD3wSQj,GlfLlD3wSQj,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"50+, Male, Negative",ip5uMUT73Qu,ip5uMUT73Qu,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"50+, Male, Positive",WDpiIZ8UjB8,WDpiIZ8UjB8,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"50+, Unknown Sex, Negative",LyNoi9I7lj5,LyNoi9I7lj5,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"50+, Unknown Sex, Positive",p2gukPXj4ry,p2gukPXj4ry,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"5-9, Female, Negative",EFah6yBFc3J,EFah6yBFc3J,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"5-9, Female, Positive",UggtNScQMVl,UggtNScQMVl,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"5-9, Male, Negative",NpsmKYKl0mt,NpsmKYKl0mt,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"5-9, Male, Positive",wLMOUM9mfTV,wLMOUM9mfTV,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"5-9, Unknown Sex, Negative",fXgzN6Bc3iG,fXgzN6Bc3iG,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"5-9, Unknown Sex, Positive",mjDJY3dkxHJ,mjDJY3dkxHJ,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Female, Negative",xQ0NZ6B5eoU,xQ0NZ6B5eoU,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Female, Positive",VpLja2tJGdM,VpLja2tJGdM,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Male, Negative",TO5KLq290g1,TO5KLq290g1,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Male, Positive",yi6TKlXLv0b,yi6TKlXLv0b,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Unknown Sex, Negative",JZXPrEdWFGB,JZXPrEdWFGB,fine
MER Results: MOH Facility Based FY22,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Unknown Sex, Positive",O6XUcCFOBir,O6XUcCFOBir,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH): ARVs","PMTCT_ART (N, MOH)",PMTCT_ART_N_MOH,yEQ5FoXJWAx,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child transmission during pregnancy,default,default,HllvX50cXC0,coarse
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"10-14, Life-long ART, Already, Female, Positive",sPByZmFYnZh,sPByZmFYnZh,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"10-14, Life-long ART, New, Female, Positive",kjmB7uKc99Z,kjmB7uKc99Z,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"<10, Life-long ART, Already, Female, Positive",OoCu9zK3LhV,OoCu9zK3LhV,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"<10, Life-long ART, New, Female, Positive",eJ9klILGYAq,eJ9klILGYAq,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"15-19, Life-long ART, Already, Female, Positive",rCrHJrYGJSl,rCrHJrYGJSl,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"15-19, Life-long ART, New, Female, Positive",Io640W5BM1N,Io640W5BM1N,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"20-24, Life-long ART, Already, Female, Positive",jz0vTkTNFGy,jz0vTkTNFGy,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"20-24, Life-long ART, New, Female, Positive",yBopqmUtvhv,yBopqmUtvhv,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"25-29, Life-long ART, Already, Female, Positive",dyREvvyOXaq,dyREvvyOXaq,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"25-29, Life-long ART, New, Female, Positive",q8kWTLZlUdZ,q8kWTLZlUdZ,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"30-34, Life-long ART, Already, Female, Positive",tHOwheNnVZP,tHOwheNnVZP,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"30-34, Life-long ART, New, Female, Positive",EArMQ2DyEAp,EArMQ2DyEAp,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"35-39, Life-long ART, Already, Female, Positive",YJQMU2AnExj,YJQMU2AnExj,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"35-39, Life-long ART, New, Female, Positive",k8LvIF8sVZj,k8LvIF8sVZj,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"40-44, Life-long ART, Already, Female, Positive",hXyyQtaNPMh,hXyyQtaNPMh,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"40-44, Life-long ART, New, Female, Positive",tH9T37nOaTL,tH9T37nOaTL,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"45-49, Life-long ART, Already, Female, Positive",rldbkAcG6hL,rldbkAcG6hL,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"45-49, Life-long ART, New, Female, Positive",j1nqzfIdu6a,j1nqzfIdu6a,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"50+, Life-long ART, Already, Female, Positive",fEUVhqJOtcE,fEUVhqJOtcE,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"50+, Life-long ART, New, Female, Positive",Ikut5DXQdXx,Ikut5DXQdXx,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"Unknown Age, Life-long ART, Already, Female, Positive",lehOWwjPrSD,lehOWwjPrSD,fine
MER Results: MOH Facility Based FY22,"PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIVStatus): ART","PMTCT_ART (N, MOH, Age/NewExistingArt/Sex/HIV)",PMTCT_ART_N_MOH_Age_NewExistingArt_Sex_HIV,I2GezpUpSUK,Number of HIV-positive pregnant women who received ART to reduce the risk of mother-to-child-transmission during pregnancy,"Unknown Age, Life-long ART, New, Female, Positive",QRl65Wc0ckq,QRl65Wc0ckq,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"10-14, Female, Known Positives",VAzPX0jofbR,VAzPX0jofbR,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"10-14, Female, Newly Tested Positives",lno7KOoC6A6,lno7KOoC6A6,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"10-14, Female, New Negatives",t6J1nthxMhI,t6J1nthxMhI,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"10-14, Female, Recent Negative",OfX3hHOCvOI,OfX3hHOCvOI,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"<10, Female, Known Positives",gdVQPZ7p88O,gdVQPZ7p88O,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"<10, Female, Newly Tested Positives",Yi10O7dGogr,Yi10O7dGogr,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"<10, Female, New Negatives",Xp2K5be2iC6,Xp2K5be2iC6,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"<10, Female, Recent Negative",UtWtmgVByvN,UtWtmgVByvN,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"15-19, Female, Known Positives",lQcycFNg0rl,lQcycFNg0rl,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"15-19, Female, Newly Tested Positives",niWaVaEzwro,niWaVaEzwro,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"15-19, Female, New Negatives",v1SkxpwKWND,v1SkxpwKWND,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"15-19, Female, Recent Negative",HNibyzAdv9N,HNibyzAdv9N,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"20-24, Female, Known Positives",HKWsaDC3VlV,HKWsaDC3VlV,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"20-24, Female, Newly Tested Positives",M1YseWnfCmm,M1YseWnfCmm,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"20-24, Female, New Negatives",jzATmmu61Pq,jzATmmu61Pq,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"20-24, Female, Recent Negative",iikLhgyiAro,iikLhgyiAro,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"25-29, Female, Known Positives",E6ivU7AttrG,E6ivU7AttrG,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"25-29, Female, Newly Tested Positives",aDO5rKzIUjj,aDO5rKzIUjj,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"25-29, Female, New Negatives",mFpk2mIJQzt,mFpk2mIJQzt,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"25-29, Female, Recent Negative",i4BSjaJLaCe,i4BSjaJLaCe,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"30-34, Female, Known Positives",KuTz2tMmJOk,KuTz2tMmJOk,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"30-34, Female, Newly Tested Positives",n9YGebFFYxj,n9YGebFFYxj,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"30-34, Female, New Negatives",k8DCBpp9FK9,k8DCBpp9FK9,fine
